Governorate,Facility_Type,Administration,Facility_Name,Facility_Type_EN,Administration_EN,Facility_Name_EN
Luxor,وحدة,إدارة بندر,ب مستشفى الاقصر الدولى,Wehda,Idaret_Bandar,B_Mostashfa_ElAqsor_ElDawly
Luxor,وحدة,إدارة اسنا,توماس,Wehda,Idaret_Esna,Thomas
Luxor,وحدة,إدارة الطود,جزيرة أرمنت,Wehda,Idaret_ElToud,Gezira_Armant
Luxor,وحدة,إدارة ارمنت,حاجر الرزيقات بحري,Wehda,Idaret_Armant,Hager_ElRaziqat_Bahri
Luxor,وحدة,إدارة ارمنت,حاجرالمحاميد قبلي,Wehda,Idaret_Armant,7agrElm7amyd_Qebli
Luxor,وحدة,إدارة اسنا,حي القرية,Wehda,Idaret_Esna,Hay_ElQarya
Luxor,وحدة,إدارة اسنا,زرنيخ,Wehda,Idaret_Esna,Zarneekh
Luxor,وحدة,إدارة الزينية,طيبة,Wehda,Idaret_ElZeniya,Thebes
Luxor,وحدة,إدارة الطود,منشية النوبة,Wehda,Idaret_ElToud,Menshia_ElNoba
Luxor,وحدة,إدارة اسنا,نجع أحمد سعيد,Wehda,Idaret_Esna,Nag_Ahmed_Saeed
Luxor,وحدة,إدارة القرنة,نجع البركة,Wehda,Idaret_ElQurna,Nag_Elbrka
Luxor,وحدة,إدارة بندر,نجع الخطباء,Wehda,Idaret_Bandar,Nag_Elkhtba2
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة الجوهرة,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_ElGohara
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة الحي الإماراتي,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_ElHay_ElEmirati
Port_Said,مركز,حي العرب,مركز طب أسرة العرب,Markaz,Hay_ElArab,Markaz_Teb_Osra_ElArab
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة القابوطي,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_ElQabouti
Port_Said,مركز,حي المناخ,مركز طب أسرة المناخ,Markaz,Hay_ElManakh,Markaz_Teb_Osra_ElManakh
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة بلال بن رباح,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_Belal_Ibn_Rebah
Port_Said,مركز,حي الزهور,مركز طب أسرة تعاونيات الزهور,Markaz,Hay_ElZohour,Markaz_Teb_Osra_Taawoniyat_ElZohour
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة شرق النوادي,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_Shark_ElNwady
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة علي بن أبي طالب,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_Ali_Ibn_Aby_Taleb
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة محمد مشالي,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_Mohamed_Meshaly
Port_Said,مركز,إدارة بورسعيد,مركز طب أسرة مصطفى كامل,Markaz,Idaret_PortSaid,Markaz_Teb_Osra_Mostafa_Kamel
Port_Said,مستشفى,جنوب بورسعيد,مستشفى 30 يونيو,Mostashfa,Ganoub_PortSaid,Mostashfa_30_Yunio
Port_Said,مستشفى,حي المناخ,مستشفى التضامن,Mostashfa,Hay_ElManakh,Mostashfa_Eltdamn
Port_Said,مستشفى,مدينة بورفؤاد,مستشفى الحياة بورفؤاد,Mostashfa,Madinet_BorFouad,Mostashfa_ElHayat_BorFouad
Port_Said,مستشفى,حي المناخ,مستشفى الرمد التخصصي,Mostashfa,Hay_ElManakh,Mostashfa_ElRamd_ElTakhassosi
Port_Said,مستشفى,حي الزهور,مستشفى الزهور,Mostashfa,Hay_ElZohour,Mostashfa_ElZohour
Port_Said,مستشفى,حي العرب,مستشفى المبرة,Mostashfa,Hay_ElArab,Mostashfa_Elmbra
Port_Said,مستشفى,حي المناخ,مستشفى النساء والولادة,Mostashfa,Hay_ElManakh,Mostashfa_ElNesaa_WelWelada
Port_Said,مستشفى,حي الزهور,مستشفى النصر التخصصي,Mostashfa,Hay_ElZohour,Mostashfa_ElNasr_ElTakhassosi
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة أم خلف,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Om_Khalaf
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة الإسراء,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_ElIsraa
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة الصيدلانية سمر عبد الرحمن,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_ElSaydalaniya_Samar_Abd_ElRahman
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة العاشر من رمضان,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_ElAsher_Men_Ramadan
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة الكاب,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Elkab
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة الكويت,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Elkwyt
Port_Said,وحدة,حي المناخ,وحدة طب أسرة المناخ,Wehda,Hay_ElManakh,Wehda_Teb_Osra_ElManakh
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة الميسرة,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Elmysra
Port_Said,وحدة,مدينة بورفؤاد,وحدة طب أسرة بورفؤاد ثانِ,Wehda,Madinet_BorFouad,Wehda_Teb_Osra_BorFouad_Tany
Port_Said,وحدة,حي الجنوب,وحدة طب أسرة جنوب البترول,Wehda,Hay_ElGanoub,Wehda_Teb_Osra_Ganoub_Elbtrwl
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة رضوان,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Redwan
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة شادر عزام,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Shader_Azzam
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة عثمان بن عفان,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Othman_Ibn_Affan
Port_Said,وحدة,إدارة بورسعيد,وحدة طب أسرة عمر بن خطاب,Wehda,Idaret_PortSaid,Wehda_Teb_Osra_Omar_Ibn_Khtab
South_Sinai,مركز,إدارة أبو زنيمة,أبو زنيمة,Markaz,Idaret_Abu_Zenima,Abu_Zenima
South_Sinai,مركز,إدارة الطور,الامومة و الطفولة بالطور,Markaz,Idaret_ElTour,ElOmuma_Wa_ElTefoula_BelTour
South_Sinai,مركز,إدارة شرم الشيخ,الرويسات,Markaz,Idaret_Sharm_ElSheikh,Elrwysat
South_Sinai,مركز,إدارة الطور,الزهراء,Markaz,Idaret_ElTour,ElZahraa
South_Sinai,مركز,إدارة نويبع,المزينة بنويبع,Markaz,Idaret_Nuweiba,ElMuzeina_BNuweiba
South_Sinai,مركز,إدارة أبو رديس,بوادي فيران,Markaz,Idaret_Abu_Rudeis,BWadi_Fyran
South_Sinai,مركز,إدارة دهب,دهب,Markaz,Idaret_Dahab,Dahab
South_Sinai,مركز,إدارة راس سدر,رأس سدر,Markaz,Idaret_Ras_Sidr,Ras_Sidr
South_Sinai,مستشفى,إدارة أبو رديس,أبو رديس المركزي,Mostashfa,Idaret_Abu_Rudeis,Abu_Rudeis_ElMarkazi
South_Sinai,مستشفى,إدارة شرم الشيخ,شرم الشيخ الدولي,Mostashfa,Idaret_Sharm_ElSheikh,Sharm_ElSheikh_ElDawly
South_Sinai,مستشفى,إدارة الطور,مستشفى الطور التعليمي,Mostashfa,Idaret_ElTour,Mostashfa_ElTour_ElTaleemi
South_Sinai,مستشفى,إدارة دهب,مستشفى دهب المركزى,Mostashfa,Idaret_Dahab,Mostashfa_Dahab_ElMarkazy
South_Sinai,مستشفى,إدارة راس سدر,مستشفى رأس سدر المركزي,Mostashfa,Idaret_Ras_Sidr,Mostashfa_Ras_Sidr_ElMarkazi
South_Sinai,مستشفى,إدارة سانت كاترين,مستشفى سانت كاترين المركزي,Mostashfa,Idaret_Saint_Catherine,Mostashfa_Saint_Catherine_ElMarkazi
South_Sinai,مستشفى,إدارة نويبع,مستشفى طابا المركزي,Mostashfa,Idaret_Nuweiba,Mostashfa_Taba_ElMarkazi
South_Sinai,مستشفى,إدارة نويبع,مستشفى نويبع المركزي,Mostashfa,Idaret_Nuweiba,Mostashfa_Nuweiba_ElMarkazi
South_Sinai,وحدة,إدارة الطور,الأسرة بالجبيل,Wehda,Idaret_ElTour,ElOsra_BelGubeil
South_Sinai,وحدة,إدارة أبو زنيمة,الكيلو 9,Wehda,Idaret_Abu_Zenima,ElKilo_9
South_Sinai,وحدة,إدارة نويبع,المراخ,Wehda,Idaret_Nuweiba,ElMarakh
South_Sinai,وحدة,إدارة راس سدر,بأبو صويرة,Wehda,Idaret_Ras_Sidr,BAbu_Swyra
South_Sinai,وحدة,إدارة سانت كاترين,بالاسباعية,Wehda,Idaret_Saint_Catherine,BelEsbaeia
South_Sinai,وحدة,إدارة سانت كاترين,بالطرفة,Wehda,Idaret_Saint_Catherine,BelTarfa
South_Sinai,وحدة,إدارة أبو رديس,بالعرايشية,Wehda,Idaret_Abu_Rudeis,BelAraishia
South_Sinai,وحدة,إدارة راس سدر,برأس مسلة,Wehda,Idaret_Ras_Sidr,BRas_Msla
South_Sinai,وحدة,إدارة الطور,بقرية الوادي,Wehda,Idaret_ElTour,BQarya_ElWadi
South_Sinai,وحدة,إدارة أبو رديس,بوادي الطَر,Wehda,Idaret_Abu_Rudeis,BWadi_Eltَr
South_Sinai,وحدة,إدارة شرم الشيخ,بوادي مندر,Wehda,Idaret_Sharm_ElSheikh,BWadi_Mndr
South_Sinai,وحدة,إدارة أبو زنيمة,تال,Wehda,Idaret_Abu_Zenima,Tal
South_Sinai,وحدة,إدارة نويبع,طابا,Wehda,Idaret_Nuweiba,Taba
South_Sinai,وحدة,إدارة أبو زنيمة,غرندل,Wehda,Idaret_Abu_Zenima,Ghrendel
Suez,مركز,إدارة الأربعين,الأربعين,Markaz,Idaret_ElArbaeen,ElArbaeen
Suez,مركز,إدارة الأربعين,الإيمان,Markaz,Idaret_ElArbaeen,ElIman
Suez,مركز,إدارة عتاقة,التوفيق,Markaz,Idaret_Ataka,ElTawfiq
Suez,مركز,إدارة السويس,السويس الجديدة,Markaz,Idaret_ElSuez,ElSuez_ElGedida
Suez,مركز,إدارة الجناين,الشروق,Markaz,Idaret_ElGanayen,ElShorouk
Suez,مركز,إدارة فيصل,الصباح,Markaz,Idaret_Faisal,ElSabah
Suez,مستشفى,إدارة السويس,المستشفى العام,Mostashfa,Idaret_ElSuez,ElMostashfa_ElAam
Suez,مستشفى,إدارة السويس,مستشفي السويس للتأمين الصحى,Mostashfa,Idaret_ElSuez,Mostashfa_ElSuez_LelTamin_ElSehy
Suez,مستشفى,إدارة السويس,مستشفي المجمع الطبى الجديد,Mostashfa,Idaret_ElSuez,Mostashfa_ElMagmaa_ElTebbi_Elgdyd
Suez,مستشفى,إدارة السويس,مستشفي حميات السويس,Mostashfa,Idaret_ElSuez,Mostashfa_Hamiyat_ElSuez
Suez,مستشفى,إدارة السويس,مستشفي صدر السويس,Mostashfa,Idaret_ElSuez,Mostashfa_Sadr_ElSuez
Suez,وحدة,إدارة فيصل,24أكتوبر,Wehda,Idaret_Faisal,24_October
Suez,وحدة,إدارة فيصل,الأمل,Wehda,Idaret_Faisal,ElAmal
Suez,وحدة,إدارة فيصل,الرائد,Wehda,Idaret_Faisal,ElRaed
Suez,وحدة,إدارة الأربعين,السادات,Wehda,Idaret_ElArbaeen,ElSadat
Suez,وحدة,إدارة فيصل,السلام 1,Wehda,Idaret_Faisal,ElSalam_1
Suez,وحدة,إدارة عتاقة,السلام 2,Wehda,Idaret_Ataka,ElSalam_2
Suez,وحدة,إدارة السويس,السويس القديمة,Wehda,Idaret_ElSuez,ElSuez_ElQadima
Suez,وحدة,إدارة الجناين,الشلوفة,Wehda,Idaret_ElGanayen,ElShalofa
Suez,وحدة,إدارة عتاقة,الصفا,Wehda,Idaret_Ataka,ElSafa
Suez,وحدة,إدارة الجناين,العمدة,Wehda,Idaret_ElGanayen,ElOmda
Suez,وحدة,إدارة الأربعين,المحروسة,Wehda,Idaret_ElArbaeen,ElMahrosa
Suez,وحدة,إدارة الأربعين,الهويس,Wehda,Idaret_ElArbaeen,ElHoweis
Suez,وحدة,إدارة الجناين,جنيفة,Wehda,Idaret_ElGanayen,Goneifa
Suez,وحدة,إدارة الجناين,شندورة,Wehda,Idaret_ElGanayen,Shendoura
Suez,وحدة,إدارة عتاقة,عرب العامرين,Wehda,Idaret_Ataka,Arab_ElAmreen
Suez,وحدة,إدارة عتاقة,عرب المعمل,Wehda,Idaret_Ataka,Arab_ElMaamal
Suez,وحدة,إدارة فيصل,عمر بن الخطاب,Wehda,Idaret_Faisal,Omar_Ibn_ElKhattab
Suez,وحدة,إدارة الجناين,قرية عامر,Wehda,Idaret_ElGanayen,Qarya_Amer
Suez,وحدة,إدارة الجناين,كبريت,Wehda,Idaret_ElGanayen,Kabreet
Suez,وحدة,إدارة فيصل,مبارك,Wehda,Idaret_Faisal,Mubarak
